eventID,occurrenceID,basisOfRecord,scientificName,scientificNameID,occurrenceStatus,organismQuantity,organismQuantityType,taxonRank,kingdom,phylum,class,order,family,genus,species,occurrenceRemarks
8_2013-06-27_2013-06-28,8_2013-06-27_2013-06-28_15,HumanObservation,Phataria unifascialis,urn:lsid:marinespecies.org:taxname:292797,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Phataria,Phataria unifascialis,Swath surveys are used to estimate abundance for this organism.
8_2013-06-27_2013-06-28,8_2013-06-27_2013-06-28_16,HumanObservation,Pisaster giganteus,urn:lsid:marinespecies.org:taxname:240758,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster giganteus,Swath surveys are used to estimate abundance for this organism.
8_2013-06-27_2013-06-28,8_2013-06-27_2013-06-28_17,HumanObservation,Pisaster ochraceus,urn:lsid:marinespecies.org:taxname:240755,present,71,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus,Swath surveys are used to estimate abundance for this organism.
8_2013-06-27_2013-06-28,8_2013-06-27_2013-06-28_18,HumanObservation,Pycnopodia helianthoides,urn:lsid:marinespecies.org:taxname:240764,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Pycnopodia helianthoides,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_1,HumanObservation,Astrometis sertulifera,urn:lsid:marinespecies.org:taxname:255044,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,Astrometis sertulifera,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_2,HumanObservation,Cryptochiton stelleri,urn:lsid:marinespecies.org:taxname:240776,absent,0,individuals,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,Cryptochiton stelleri,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_3,HumanObservation,Dermasterias imbricata,urn:lsid:marinespecies.org:taxname:240771,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Dermasterias imbricata,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_4,HumanObservation,Echinaster,urn:lsid:marinespecies.org:taxname:123275,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_5,HumanObservation,Evasterias troschelii,urn:lsid:marinespecies.org:taxname:255040,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_6,HumanObservation,Heliaster kubiniji,urn:lsid:marinespecies.org:taxname:255074,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Heliasteridae,Heliaster,Heliaster kubiniji,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_7,HumanObservation,Henricia,urn:lsid:marinespecies.org:taxname:123276,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_8,HumanObservation,Leptasterias,urn:lsid:marinespecies.org:taxname:123222,present,28,individuals,Genus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_9,HumanObservation,Linckia columbiae,urn:lsid:marinespecies.org:taxname:378630,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia columbiae,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_10,HumanObservation,Mediaster aequalis,urn:lsid:marinespecies.org:taxname:242160,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster aequalis,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_11,HumanObservation,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,absent,0,individuals,Class,Animalia,Echinodermata,Ophiuroidea,,,,,Quadrat surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_12,HumanObservation,Panulirus interruptus,urn:lsid:marinespecies.org:taxname:382898,absent,0,individuals,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus interruptus,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_13,HumanObservation,Patiria miniata,urn:lsid:marinespecies.org:taxname:382131,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria miniata,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_14,HumanObservation,Pharia pyramidata,urn:lsid:marinespecies.org:taxname:292795,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Pharia,Pharia pyramidata,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_15,HumanObservation,Phataria unifascialis,urn:lsid:marinespecies.org:taxname:292797,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Phataria,Phataria unifascialis,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_16,HumanObservation,Pisaster giganteus,urn:lsid:marinespecies.org:taxname:240758,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster giganteus,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_17,HumanObservation,Pisaster ochraceus,urn:lsid:marinespecies.org:taxname:240755,present,14,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus,Swath surveys are used to estimate abundance for this organism.
8_2015-07-16_2015-07-16,8_2015-07-16_2015-07-16_18,HumanObservation,Pycnopodia helianthoides,urn:lsid:marinespecies.org:taxname:240764,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Pycnopodia helianthoides,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_1,HumanObservation,Astrometis sertulifera,urn:lsid:marinespecies.org:taxname:255044,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,Astrometis sertulifera,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_2,HumanObservation,Cryptochiton stelleri,urn:lsid:marinespecies.org:taxname:240776,absent,0,individuals,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,Cryptochiton stelleri,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_3,HumanObservation,Dermasterias imbricata,urn:lsid:marinespecies.org:taxname:240771,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Dermasterias imbricata,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_4,HumanObservation,Echinaster,urn:lsid:marinespecies.org:taxname:123275,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_5,HumanObservation,Evasterias troschelii,urn:lsid:marinespecies.org:taxname:255040,present,1,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_6,HumanObservation,Heliaster kubiniji,urn:lsid:marinespecies.org:taxname:255074,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Heliasteridae,Heliaster,Heliaster kubiniji,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_7,HumanObservation,Henricia,urn:lsid:marinespecies.org:taxname:123276,present,4,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_8,HumanObservation,Leptasterias,urn:lsid:marinespecies.org:taxname:123222,present,463,individuals,Genus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_9,HumanObservation,Linckia columbiae,urn:lsid:marinespecies.org:taxname:378630,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia columbiae,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_10,HumanObservation,Mediaster aequalis,urn:lsid:marinespecies.org:taxname:242160,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster aequalis,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_11,HumanObservation,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,absent,0,individuals,Class,Animalia,Echinodermata,Ophiuroidea,,,,,Quadrat surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_12,HumanObservation,Panulirus interruptus,urn:lsid:marinespecies.org:taxname:382898,absent,0,individuals,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus interruptus,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_13,HumanObservation,Patiria miniata,urn:lsid:marinespecies.org:taxname:382131,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria miniata,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_14,HumanObservation,Pharia pyramidata,urn:lsid:marinespecies.org:taxname:292795,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Pharia,Pharia pyramidata,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_15,HumanObservation,Phataria unifascialis,urn:lsid:marinespecies.org:taxname:292797,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Phataria,Phataria unifascialis,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_16,HumanObservation,Pisaster giganteus,urn:lsid:marinespecies.org:taxname:240758,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster giganteus,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_17,HumanObservation,Pisaster ochraceus,urn:lsid:marinespecies.org:taxname:240755,present,50,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus,Swath surveys are used to estimate abundance for this organism.
8_2016-07-21_2016-07-21,8_2016-07-21_2016-07-21_18,HumanObservation,Pycnopodia helianthoides,urn:lsid:marinespecies.org:taxname:240764,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Pycnopodia helianthoides,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_1,HumanObservation,Astrometis sertulifera,urn:lsid:marinespecies.org:taxname:255044,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,Astrometis sertulifera,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_2,HumanObservation,Cryptochiton stelleri,urn:lsid:marinespecies.org:taxname:240776,present,1,individuals,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,Cryptochiton stelleri,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_3,HumanObservation,Dermasterias imbricata,urn:lsid:marinespecies.org:taxname:240771,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Dermasterias imbricata,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_4,HumanObservation,Echinaster,urn:lsid:marinespecies.org:taxname:123275,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_5,HumanObservation,Evasterias troschelii,urn:lsid:marinespecies.org:taxname:255040,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_6,HumanObservation,Heliaster kubiniji,urn:lsid:marinespecies.org:taxname:255074,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Heliasteridae,Heliaster,Heliaster kubiniji,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_7,HumanObservation,Henricia,urn:lsid:marinespecies.org:taxname:123276,present,1,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_8,HumanObservation,Leptasterias,urn:lsid:marinespecies.org:taxname:123222,present,2,individuals,Genus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_9,HumanObservation,Linckia columbiae,urn:lsid:marinespecies.org:taxname:378630,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia columbiae,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_10,HumanObservation,Mediaster aequalis,urn:lsid:marinespecies.org:taxname:242160,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster aequalis,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_11,HumanObservation,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,absent,0,individuals,Class,Animalia,Echinodermata,Ophiuroidea,,,,,Quadrat surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_12,HumanObservation,Panulirus interruptus,urn:lsid:marinespecies.org:taxname:382898,absent,0,individuals,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus interruptus,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_13,HumanObservation,Patiria miniata,urn:lsid:marinespecies.org:taxname:382131,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria miniata,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_14,HumanObservation,Pharia pyramidata,urn:lsid:marinespecies.org:taxname:292795,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Pharia,Pharia pyramidata,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_15,HumanObservation,Phataria unifascialis,urn:lsid:marinespecies.org:taxname:292797,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Phataria,Phataria unifascialis,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_16,HumanObservation,Pisaster giganteus,urn:lsid:marinespecies.org:taxname:240758,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster giganteus,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_17,HumanObservation,Pisaster ochraceus,urn:lsid:marinespecies.org:taxname:240755,present,63,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus,Swath surveys are used to estimate abundance for this organism.
8_2019-07-07_2019-07-07,8_2019-07-07_2019-07-07_18,HumanObservation,Pycnopodia helianthoides,urn:lsid:marinespecies.org:taxname:240764,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Pycnopodia helianthoides,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_1,HumanObservation,Astrometis sertulifera,urn:lsid:marinespecies.org:taxname:255044,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,Astrometis sertulifera,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_2,HumanObservation,Cryptochiton stelleri,urn:lsid:marinespecies.org:taxname:240776,absent,0,individuals,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,Cryptochiton stelleri,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_3,HumanObservation,Dermasterias imbricata,urn:lsid:marinespecies.org:taxname:240771,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Dermasterias imbricata,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_4,HumanObservation,Echinaster,urn:lsid:marinespecies.org:taxname:123275,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_5,HumanObservation,Evasterias troschelii,urn:lsid:marinespecies.org:taxname:255040,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_6,HumanObservation,Heliaster kubiniji,urn:lsid:marinespecies.org:taxname:255074,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Heliasteridae,Heliaster,Heliaster kubiniji,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_7,HumanObservation,Henricia,urn:lsid:marinespecies.org:taxname:123276,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_8,HumanObservation,Leptasterias,urn:lsid:marinespecies.org:taxname:123222,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_9,HumanObservation,Linckia columbiae,urn:lsid:marinespecies.org:taxname:378630,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia columbiae,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_10,HumanObservation,Mediaster aequalis,urn:lsid:marinespecies.org:taxname:242160,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster aequalis,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_11,HumanObservation,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,absent,0,individuals,Class,Animalia,Echinodermata,Ophiuroidea,,,,,Quadrat surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_12,HumanObservation,Panulirus interruptus,urn:lsid:marinespecies.org:taxname:382898,absent,0,individuals,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus interruptus,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_13,HumanObservation,Patiria miniata,urn:lsid:marinespecies.org:taxname:382131,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria miniata,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_14,HumanObservation,Pharia pyramidata,urn:lsid:marinespecies.org:taxname:292795,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Pharia,Pharia pyramidata,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_15,HumanObservation,Phataria unifascialis,urn:lsid:marinespecies.org:taxname:292797,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Phataria,Phataria unifascialis,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_16,HumanObservation,Pisaster giganteus,urn:lsid:marinespecies.org:taxname:240758,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster giganteus,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_17,HumanObservation,Pisaster ochraceus,urn:lsid:marinespecies.org:taxname:240755,present,262,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus,Swath surveys are used to estimate abundance for this organism.
4000_2013-07-23_2013-07-23,4000_2013-07-23_2013-07-23_18,HumanObservation,Pycnopodia helianthoides,urn:lsid:marinespecies.org:taxname:240764,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Pycnopodia helianthoides,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_1,HumanObservation,Astrometis sertulifera,urn:lsid:marinespecies.org:taxname:255044,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,Astrometis sertulifera,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_2,HumanObservation,Cryptochiton stelleri,urn:lsid:marinespecies.org:taxname:240776,absent,0,individuals,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,Cryptochiton stelleri,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_3,HumanObservation,Dermasterias imbricata,urn:lsid:marinespecies.org:taxname:240771,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Dermasterias imbricata,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_4,HumanObservation,Echinaster,urn:lsid:marinespecies.org:taxname:123275,absent,0,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_5,HumanObservation,Evasterias troschelii,urn:lsid:marinespecies.org:taxname:255040,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_6,HumanObservation,Heliaster kubiniji,urn:lsid:marinespecies.org:taxname:255074,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Heliasteridae,Heliaster,Heliaster kubiniji,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_7,HumanObservation,Henricia,urn:lsid:marinespecies.org:taxname:123276,present,1,individuals,Genus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_8,HumanObservation,Leptasterias,urn:lsid:marinespecies.org:taxname:123222,present,56,individuals,Genus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_9,HumanObservation,Linckia columbiae,urn:lsid:marinespecies.org:taxname:378630,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia columbiae,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_10,HumanObservation,Mediaster aequalis,urn:lsid:marinespecies.org:taxname:242160,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster aequalis,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_11,HumanObservation,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,absent,0,individuals,Class,Animalia,Echinodermata,Ophiuroidea,,,,,Quadrat surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_12,HumanObservation,Panulirus interruptus,urn:lsid:marinespecies.org:taxname:382898,absent,0,individuals,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus interruptus,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_13,HumanObservation,Patiria miniata,urn:lsid:marinespecies.org:taxname:382131,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria miniata,Swath surveys are used to estimate abundance for this organism.
4000_2014-08-10_2014-08-10,4000_2014-08-10_2014-08-10_14,HumanObservation,Pharia pyramidata,urn:lsid:marinespecies.org:taxname:292795,absent,0,individuals,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Pharia,Pharia pyramidata,Swath surveys are used to estimate abundance for this organism.
