eventID,eventDate,decimalLatitude,decimalLongitude,locality,county,stateProvince,countryCode,geodeticDatum,minimumDepthInMeters,maximumDepthInMeters,coordinateUncertaintyInMeters,samplingProtocol,datasetName,locationRemarks
39_2015-09-30_2015-09-30,2015-09-30/2015-09-30,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2015-10-25_2015-10-25,2015-10-25/2015-10-25,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2016-02-09_2016-02-09,2016-02-09/2016-02-09,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2016-02-17_2016-02-17,2016-02-17/2016-02-17,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2016-04-11_2016-04-11,2016-04-11/2016-04-11,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2016-06-07_2016-06-07,2016-06-07/2016-06-07,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2016-11-12_2016-11-12,2016-11-12/2016-11-12,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2017-03-24_2017-03-24,2017-03-24/2017-03-24,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2018-01-16_2018-01-16,2018-01-16/2018-01-16,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2018-12-09_2018-12-09,2018-12-09/2018-12-09,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2019-04-22_2019-04-22,2019-04-22/2019-04-22,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2019-06-06_2019-06-06,2019-06-06/2019-06-06,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2019-12-13_2019-12-13,2019-12-13/2019-12-13,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2020-06-07_2020-06-07,2020-06-07/2020-06-07,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2020-10-20_2020-10-20,2020-10-20/2020-10-20,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
39_2021-06-13_2021-06-13,2021-06-13/2021-06-13,34.40692902,-119.87804,Coal Oil Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Campus Point SMCA
4002_2013-08-20_2013-08-20,2013-08-20/2013-08-20,43.11471939,-124.43851,Coquille Point,Coos,Oregon,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
3010_2007-07-31_2007-07-31,2007-07-31/2007-07-31,55.92876816,-134.33691,Coronation Island,Sitka,Alaska,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
100_2001-11-14_2001-11-14,2001-11-14/2001-11-14,34.02159119,-120.37887,Crook Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
100_2012-03-16_2012-03-16,2012-03-16/2012-03-16,34.02159119,-120.37887,Crook Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
100_2014-12-05_2014-12-05,2014-12-05/2014-12-05,34.02159119,-120.37887,Crook Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
46_2001-04-30_2001-04-30,2001-04-30/2001-04-30,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2003-05-20_2003-05-20,2003-05-20/2003-05-20,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2004-05-09_2004-05-09,2004-05-09/2004-05-09,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2012-01-19_2012-01-19,2012-01-19/2012-01-19,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2014-02-14_2014-02-14,2014-02-14/2014-02-14,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2014-04-02_2014-04-02,2014-04-02/2014-04-02,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2015-01-04_2015-01-04,2015-01-04/2015-01-04,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2015-04-22_2015-04-22,2015-04-22/2015-04-22,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2016-12-13_2016-12-13,2016-12-13/2016-12-13,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
46_2018-03-27_2018-03-27,2018-03-27/2018-03-27,33.57078171,-117.83773,Crystal Cove,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Crystal Cove SMCA
101_2001-11-13_2001-11-13,2001-11-13/2001-11-13,34.04854965,-120.33642,Cuyler Harbor,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Harris Point SMR
101_2002-12-04_2002-12-04,2002-12-04/2002-12-04,34.04854965,-120.33642,Cuyler Harbor,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Harris Point SMR
101_2012-03-17_2012-03-19,2012-03-17/2012-03-19,34.04854965,-120.33642,Cuyler Harbor,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Harris Point SMR
101_2014-12-03_2014-12-03,2014-12-03/2014-12-03,34.04854965,-120.33642,Cuyler Harbor,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Harris Point SMR
52_2004-06-02_2004-06-03,2004-06-02/2004-06-03,41.65248871,-124.12784,Damnation Creek,Del Norte,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
52_2015-05-19_2015-05-19,2015-05-19/2015-05-19,41.65248871,-124.12784,Damnation Creek,Del Norte,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
52_2017-05-28_2017-05-28,2017-05-28/2017-05-28,41.65248871,-124.12784,Damnation Creek,Del Norte,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
52_2019-05-20_2019-05-20,2019-05-20/2019-05-20,41.65248871,-124.12784,Damnation Creek,Del Norte,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
52_2020-06-07_2020-06-07,2020-06-07/2020-06-07,41.65248871,-124.12784,Damnation Creek,Del Norte,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
48_2001-05-10_2001-05-10,2001-05-10/2001-05-10,33.4598999,-117.71475,Dana Point,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Dana Point SMCA
48_2006-02-25_2006-02-25,2006-02-25/2006-02-25,33.4598999,-117.71475,Dana Point,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Dana Point SMCA
48_2010-02-26_2010-02-26,2010-02-26/2010-02-26,33.4598999,-117.71475,Dana Point,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Dana Point SMCA
48_2013-02-07_2013-02-07,2013-02-07/2013-02-07,33.4598999,-117.71475,Dana Point,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Dana Point SMCA
48_2018-03-28_2018-03-28,2018-03-28/2018-03-28,33.4598999,-117.71475,Dana Point,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Dana Point SMCA
48_2020-01-12_2020-01-12,2020-01-12/2020-01-12,33.4598999,-117.71475,Dana Point,Orange,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Dana Point SMCA
62_2007-10-12_2007-10-12,2007-10-12/2007-10-12,37.02207947,-122.21538,Davenport Landing,Santa Cruz,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
62_2018-01-30_2018-01-30,2018-01-30/2018-01-30,37.02207947,-122.21538,Davenport Landing,Santa Cruz,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
62_2018-06-28_2018-06-28,2018-06-28/2018-06-28,37.02207947,-122.21538,Davenport Landing,Santa Cruz,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
62_2019-06-08_2019-06-08,2019-06-08/2019-06-08,37.02207947,-122.21538,Davenport Landing,Santa Cruz,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
62_2020-01-08_2020-01-08,2020-01-08/2020-01-08,37.02207947,-122.21538,Davenport Landing,Santa Cruz,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
62_2020-05-10_2020-05-10,2020-05-10/2020-05-10,37.02207947,-122.21538,Davenport Landing,Santa Cruz,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
97_2013-01-26_2013-01-26,2013-01-26/2013-01-26,34.06069183,-118.98221,Deer Creek,Ventura,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
97_2018-01-13_2018-01-13,2018-01-13/2018-01-13,34.06069183,-118.98221,Deer Creek,Ventura,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
80_2010-05-17_2010-05-17,2010-05-17/2010-05-17,38.74050903,-123.51086,Del Mar Landing,Sonoma,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Del Mar Landing SMR
80_2017-06-24_2017-06-24,2017-06-24/2017-06-24,38.74050903,-123.51086,Del Mar Landing,Sonoma,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Del Mar Landing SMR
80_2020-07-07_2020-07-07,2020-07-07/2020-07-07,38.74050903,-123.51086,Del Mar Landing,Sonoma,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Del Mar Landing SMR
70_2008-01-20_2008-01-20,2008-01-20/2008-01-20,35.22690964,-120.87428,Diablo,San Luis Obispo,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Point Buchon SMR
70_2017-03-07_2017-03-07,2017-03-07/2017-03-07,35.22690964,-120.87428,Diablo,San Luis Obispo,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is inside of a Marine Protected Area: Point Buchon SMR
3006_2005-06-20_2005-06-21,2005-06-20/2005-06-21,51.90473175,-128.48108,Duck Island,,British Columbia,CA,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
3006_2017-07-25_2017-07-26,2017-07-25/2017-07-26,51.90473175,-128.48108,Duck Island,,British Columbia,CA,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
56_2003-11-24_2003-11-24,2003-11-24/2003-11-24,35.85916901,-121.42233,Duck Pond,Monterey,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
56_2008-02-18_2008-02-18,2008-02-18/2008-02-18,35.85916901,-121.42233,Duck Pond,Monterey,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
204_2001-12-11_2001-12-11,2001-12-11/2001-12-11,33.94269943,-119.96797,East Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
204_2004-12-09_2004-12-09,2004-12-09/2004-12-09,33.94269943,-119.96797,East Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
204_2015-03-18_2015-03-18,2015-03-18/2015-03-18,33.94269943,-119.96797,East Point,Santa Barbara,California,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
5_2001-06-25_2001-06-25,2001-06-25/2001-06-25,45.91809082,-123.98031,Ecola,Clatsop,Oregon,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
5_2005-06-06_2005-06-06,2005-06-06/2005-06-06,45.91809082,-123.98031,Ecola,Clatsop,Oregon,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
5_2014-07-12_2014-07-12,2014-07-12/2014-07-12,45.91809082,-123.98031,Ecola,Clatsop,Oregon,US,WGS84,0,0,350,cbs swath transects https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-swath | cbs quadrat surveys https://marine.ucsc.edu/methods/biodiversity-methods.html#bio-method-quad,MARINe CBS - Swath Surveys Summarized,This site is outside of a Marine Protected Area.
